Queries,Results
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country28> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country81> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer446,http://db.uwaterloo.ca/~galuc/wsdbm/Offer727}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country129> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country52> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer12}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country63> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country43> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer42,http://db.uwaterloo.ca/~galuc/wsdbm/Offer435,http://db.uwaterloo.ca/~galuc/wsdbm/Offer454}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country209> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country221> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User178,http://db.uwaterloo.ca/~galuc/wsdbm/User831}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country41> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User658,http://db.uwaterloo.ca/~galuc/wsdbm/User211,http://db.uwaterloo.ca/~galuc/wsdbm/User798,http://db.uwaterloo.ca/~galuc/wsdbm/User434,http://db.uwaterloo.ca/~galuc/wsdbm/User954,http://db.uwaterloo.ca/~galuc/wsdbm/User185,http://db.uwaterloo.ca/~galuc/wsdbm/User702,http://db.uwaterloo.ca/~galuc/wsdbm/User854,http://db.uwaterloo.ca/~galuc/wsdbm/User322,http://db.uwaterloo.ca/~galuc/wsdbm/User392,http://db.uwaterloo.ca/~galuc/wsdbm/User172,http://db.uwaterloo.ca/~galuc/wsdbm/User201,http://db.uwaterloo.ca/~galuc/wsdbm/User495,http://db.uwaterloo.ca/~galuc/wsdbm/User789,http://db.uwaterloo.ca/~galuc/wsdbm/User792,http://db.uwaterloo.ca/~galuc/wsdbm/User136,http://db.uwaterloo.ca/~galuc/wsdbm/User891,http://db.uwaterloo.ca/~galuc/wsdbm/User80,http://db.uwaterloo.ca/~galuc/wsdbm/User399,http://db.uwaterloo.ca/~galuc/wsdbm/User992,http://db.uwaterloo.ca/~galuc/wsdbm/User600,http://db.uwaterloo.ca/~galuc/wsdbm/User401}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country91> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country18> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User953,http://db.uwaterloo.ca/~galuc/wsdbm/User178,http://db.uwaterloo.ca/~galuc/wsdbm/User816}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country114> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User661}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country167> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Product95}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country211> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User233}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country91> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country87> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User545}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country137> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User340}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country18> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country221> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer97,http://db.uwaterloo.ca/~galuc/wsdbm/Offer575,http://db.uwaterloo.ca/~galuc/wsdbm/Offer304,http://db.uwaterloo.ca/~galuc/wsdbm/Offer268}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country169> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User755}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country202> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country211> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country170> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer485,http://db.uwaterloo.ca/~galuc/wsdbm/Offer84,http://db.uwaterloo.ca/~galuc/wsdbm/Offer585,http://db.uwaterloo.ca/~galuc/wsdbm/Offer319,http://db.uwaterloo.ca/~galuc/wsdbm/Offer869,http://db.uwaterloo.ca/~galuc/wsdbm/Offer446,http://db.uwaterloo.ca/~galuc/wsdbm/Offer441,http://db.uwaterloo.ca/~galuc/wsdbm/Offer841,http://db.uwaterloo.ca/~galuc/wsdbm/Offer720,http://db.uwaterloo.ca/~galuc/wsdbm/Offer450}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country1> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer67,http://db.uwaterloo.ca/~galuc/wsdbm/Offer143,http://db.uwaterloo.ca/~galuc/wsdbm/Offer503}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country6> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer669,http://db.uwaterloo.ca/~galuc/wsdbm/Offer634}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country145> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User788}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country221> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User168,http://db.uwaterloo.ca/~galuc/wsdbm/User812,http://db.uwaterloo.ca/~galuc/wsdbm/User759,http://db.uwaterloo.ca/~galuc/wsdbm/User228,http://db.uwaterloo.ca/~galuc/wsdbm/User201,http://db.uwaterloo.ca/~galuc/wsdbm/User61,http://db.uwaterloo.ca/~galuc/wsdbm/User312,http://db.uwaterloo.ca/~galuc/wsdbm/User819,http://db.uwaterloo.ca/~galuc/wsdbm/User233,http://db.uwaterloo.ca/~galuc/wsdbm/User688,http://db.uwaterloo.ca/~galuc/wsdbm/User854,http://db.uwaterloo.ca/~galuc/wsdbm/User321,http://db.uwaterloo.ca/~galuc/wsdbm/User520,http://db.uwaterloo.ca/~galuc/wsdbm/User662,http://db.uwaterloo.ca/~galuc/wsdbm/User437,http://db.uwaterloo.ca/~galuc/wsdbm/User522,http://db.uwaterloo.ca/~galuc/wsdbm/User720,http://db.uwaterloo.ca/~galuc/wsdbm/User465,http://db.uwaterloo.ca/~galuc/wsdbm/User409,http://db.uwaterloo.ca/~galuc/wsdbm/User496,http://db.uwaterloo.ca/~galuc/wsdbm/User917,http://db.uwaterloo.ca/~galuc/wsdbm/User329,http://db.uwaterloo.ca/~galuc/wsdbm/User443,http://db.uwaterloo.ca/~galuc/wsdbm/User892,http://db.uwaterloo.ca/~galuc/wsdbm/User641}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country134> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country100> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User225,http://db.uwaterloo.ca/~galuc/wsdbm/User206,http://db.uwaterloo.ca/~galuc/wsdbm/User73,http://db.uwaterloo.ca/~galuc/wsdbm/User317,http://db.uwaterloo.ca/~galuc/wsdbm/User901}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country91> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer675,http://db.uwaterloo.ca/~galuc/wsdbm/Offer401}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country63> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country25> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country63> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country202> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer186,http://db.uwaterloo.ca/~galuc/wsdbm/Offer818}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country85> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country181> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User192,http://db.uwaterloo.ca/~galuc/wsdbm/User308,http://db.uwaterloo.ca/~galuc/wsdbm/User776}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country52> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country52> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer669,http://db.uwaterloo.ca/~galuc/wsdbm/Offer490}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country160> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer731,http://db.uwaterloo.ca/~galuc/wsdbm/Offer671}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country40> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country40> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country41> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country166> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User420,http://db.uwaterloo.ca/~galuc/wsdbm/User143,http://db.uwaterloo.ca/~galuc/wsdbm/User843,http://db.uwaterloo.ca/~galuc/wsdbm/User872,http://db.uwaterloo.ca/~galuc/wsdbm/User175,http://db.uwaterloo.ca/~galuc/wsdbm/User91,http://db.uwaterloo.ca/~galuc/wsdbm/User232,http://db.uwaterloo.ca/~galuc/wsdbm/User514,http://db.uwaterloo.ca/~galuc/wsdbm/User10,http://db.uwaterloo.ca/~galuc/wsdbm/User654,http://db.uwaterloo.ca/~galuc/wsdbm/User992,http://db.uwaterloo.ca/~galuc/wsdbm/User543,http://db.uwaterloo.ca/~galuc/wsdbm/User318,http://db.uwaterloo.ca/~galuc/wsdbm/User741,http://db.uwaterloo.ca/~galuc/wsdbm/User881,http://db.uwaterloo.ca/~galuc/wsdbm/User575,http://db.uwaterloo.ca/~galuc/wsdbm/User490,http://db.uwaterloo.ca/~galuc/wsdbm/User605,http://db.uwaterloo.ca/~galuc/wsdbm/User45,http://db.uwaterloo.ca/~galuc/wsdbm/User720,http://db.uwaterloo.ca/~galuc/wsdbm/User495,http://db.uwaterloo.ca/~galuc/wsdbm/User887,http://db.uwaterloo.ca/~galuc/wsdbm/User353,http://db.uwaterloo.ca/~galuc/wsdbm/User748,http://db.uwaterloo.ca/~galuc/wsdbm/User637,http://db.uwaterloo.ca/~galuc/wsdbm/User136,http://db.uwaterloo.ca/~galuc/wsdbm/User979,http://db.uwaterloo.ca/~galuc/wsdbm/User586}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country110> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User178,http://db.uwaterloo.ca/~galuc/wsdbm/User831}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country100> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country134> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country137> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer29,http://db.uwaterloo.ca/~galuc/wsdbm/Offer90,http://db.uwaterloo.ca/~galuc/wsdbm/Offer788,http://db.uwaterloo.ca/~galuc/wsdbm/Offer199,http://db.uwaterloo.ca/~galuc/wsdbm/Offer523,http://db.uwaterloo.ca/~galuc/wsdbm/Offer643,http://db.uwaterloo.ca/~galuc/wsdbm/Offer887}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country95> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country188> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer28}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country12> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country163> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer387,http://db.uwaterloo.ca/~galuc/wsdbm/Offer368,http://db.uwaterloo.ca/~galuc/wsdbm/Offer290,http://db.uwaterloo.ca/~galuc/wsdbm/Offer237,http://db.uwaterloo.ca/~galuc/wsdbm/Offer146,http://db.uwaterloo.ca/~galuc/wsdbm/Offer50}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country212> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country93> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country130> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer446,http://db.uwaterloo.ca/~galuc/wsdbm/Offer727}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country19> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country167> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User980,http://db.uwaterloo.ca/~galuc/wsdbm/User312,http://db.uwaterloo.ca/~galuc/wsdbm/User212,http://db.uwaterloo.ca/~galuc/wsdbm/User414,http://db.uwaterloo.ca/~galuc/wsdbm/User51}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country18> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User967,http://db.uwaterloo.ca/~galuc/wsdbm/User932,http://db.uwaterloo.ca/~galuc/wsdbm/User178,http://db.uwaterloo.ca/~galuc/wsdbm/User329,http://db.uwaterloo.ca/~galuc/wsdbm/User584,http://db.uwaterloo.ca/~galuc/wsdbm/User892,http://db.uwaterloo.ca/~galuc/wsdbm/User999}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country25> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country61> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User196,http://db.uwaterloo.ca/~galuc/wsdbm/User143,http://db.uwaterloo.ca/~galuc/wsdbm/User927,http://db.uwaterloo.ca/~galuc/wsdbm/User759,http://db.uwaterloo.ca/~galuc/wsdbm/User88,http://db.uwaterloo.ca/~galuc/wsdbm/User872,http://db.uwaterloo.ca/~galuc/wsdbm/User61,http://db.uwaterloo.ca/~galuc/wsdbm/User205,http://db.uwaterloo.ca/~galuc/wsdbm/User568,http://db.uwaterloo.ca/~galuc/wsdbm/User399,http://db.uwaterloo.ca/~galuc/wsdbm/User571,http://db.uwaterloo.ca/~galuc/wsdbm/User125,http://db.uwaterloo.ca/~galuc/wsdbm/User543,http://db.uwaterloo.ca/~galuc/wsdbm/User600,http://db.uwaterloo.ca/~galuc/wsdbm/User658,http://db.uwaterloo.ca/~galuc/wsdbm/User545,http://db.uwaterloo.ca/~galuc/wsdbm/User265,http://db.uwaterloo.ca/~galuc/wsdbm/User882,http://db.uwaterloo.ca/~galuc/wsdbm/User292,http://db.uwaterloo.ca/~galuc/wsdbm/User490,http://db.uwaterloo.ca/~galuc/wsdbm/User520,http://db.uwaterloo.ca/~galuc/wsdbm/User772,http://db.uwaterloo.ca/~galuc/wsdbm/User662,http://db.uwaterloo.ca/~galuc/wsdbm/User351,http://db.uwaterloo.ca/~galuc/wsdbm/User216,http://db.uwaterloo.ca/~galuc/wsdbm/User409,http://db.uwaterloo.ca/~galuc/wsdbm/User917,http://db.uwaterloo.ca/~galuc/wsdbm/User136,http://db.uwaterloo.ca/~galuc/wsdbm/User80,http://db.uwaterloo.ca/~galuc/wsdbm/User275}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country25> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User967,http://db.uwaterloo.ca/~galuc/wsdbm/User932,http://db.uwaterloo.ca/~galuc/wsdbm/User178,http://db.uwaterloo.ca/~galuc/wsdbm/User329,http://db.uwaterloo.ca/~galuc/wsdbm/User584,http://db.uwaterloo.ca/~galuc/wsdbm/User892,http://db.uwaterloo.ca/~galuc/wsdbm/User999}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country170> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country206> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country194> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country51> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User658}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country10> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country170> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/Offer729,http://db.uwaterloo.ca/~galuc/wsdbm/Offer521,http://db.uwaterloo.ca/~galuc/wsdbm/Offer811,http://db.uwaterloo.ca/~galuc/wsdbm/Offer289,http://db.uwaterloo.ca/~galuc/wsdbm/Offer553,http://db.uwaterloo.ca/~galuc/wsdbm/Offer363,http://db.uwaterloo.ca/~galuc/wsdbm/Offer279}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country245> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User672,http://db.uwaterloo.ca/~galuc/wsdbm/User840,http://db.uwaterloo.ca/~galuc/wsdbm/User142,http://db.uwaterloo.ca/~galuc/wsdbm/User813,http://db.uwaterloo.ca/~galuc/wsdbm/User845,http://db.uwaterloo.ca/~galuc/wsdbm/User707,http://db.uwaterloo.ca/~galuc/wsdbm/User175,http://db.uwaterloo.ca/~galuc/wsdbm/User120,http://db.uwaterloo.ca/~galuc/wsdbm/User396,http://db.uwaterloo.ca/~galuc/wsdbm/User312,http://db.uwaterloo.ca/~galuc/wsdbm/User62,http://db.uwaterloo.ca/~galuc/wsdbm/User149,http://db.uwaterloo.ca/~galuc/wsdbm/User427,http://db.uwaterloo.ca/~galuc/wsdbm/User178,http://db.uwaterloo.ca/~galuc/wsdbm/User373,http://db.uwaterloo.ca/~galuc/wsdbm/User937,http://db.uwaterloo.ca/~galuc/wsdbm/User432,http://db.uwaterloo.ca/~galuc/wsdbm/User714,http://db.uwaterloo.ca/~galuc/wsdbm/User460,http://db.uwaterloo.ca/~galuc/wsdbm/User265,http://db.uwaterloo.ca/~galuc/wsdbm/User434,http://db.uwaterloo.ca/~galuc/wsdbm/User688,http://db.uwaterloo.ca/~galuc/wsdbm/User238,http://db.uwaterloo.ca/~galuc/wsdbm/User743,http://db.uwaterloo.ca/~galuc/wsdbm/User577,http://db.uwaterloo.ca/~galuc/wsdbm/User409,http://db.uwaterloo.ca/~galuc/wsdbm/User608,http://db.uwaterloo.ca/~galuc/wsdbm/User136}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country25> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country131> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country28> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country43> . } ,{}
SELECT ?v0 WHERE {	?v0 <http://schema.org/eligibleRegion> <http://db.uwaterloo.ca/~galuc/wsdbm/Country162> . } ,{http://db.uwaterloo.ca/~galuc/wsdbm/User953,http://db.uwaterloo.ca/~galuc/wsdbm/User178,http://db.uwaterloo.ca/~galuc/wsdbm/User816}
